(27, 34)
(50, 92)
(18, 37)
(70, 98)
(2, 5)
(44, 67)
(166, 437)
(59, 93)
(70, 200)
(78, 93)
(28, 49)
(66, 90)
(38, 81)
(2, 7)
(0, 3)
(39, 43)
(93, 94)
(10, 79)
(2, 8)
(19, 94)
(303, 323)
(40, 200)
(36, 85)
(56, 92)
(64, 80)
(62, 96)
(48, 74)
(49, 74)
(86, 89)
(36, 54)
(41, 69)
(68, 99)
(141, 925)
(60, 200)
(36, 52)
(639, 699)
(1, 7)
(15, 99)
(28, 53)
(0, 2)
(3, 8)
(11, 76)
(13, 66)
(55, 84)
(30, 200)
(81, 86)
(15, 40)
(370, 918)
(80, 200)
(22, 24)
(6, 9)
(69, 97)
(221, 222)
(38, 77)
(0, 10)
(7, 9)
(43, 99)
(461, 986)
(0, 9)
(42, 87)
(0, 7)
(86, 99)
(51, 76)
(0, 4)
(20, 36)
(44, 78)
(13, 76)
(8, 9)
(73, 84)
(57, 84)
(56, 88)
(25, 80)
(48, 76)
(32, 99)
(10, 76)
(392, 738)
(473, 743)
(13, 70)
(1, 2)
(20, 43)
(10, 100)
(20, 200)
(90, 200)
(20, 93)
(1, 4)
(86, 90)
(38, 52)
(4, 5)
(20, 51)
(364, 585)
(0, 5)
(0, 1)
(87, 95)
(29, 53)
(44, 91)
(50, 200)
(18, 60)
(0, 6)
(394, 999)
(20, 35)
