(34, 55)
(43, 86)
(27, 55)
(70, 84)
(3, 5)
(29, 79)
(686, 987)
(56, 66)
(70, 200)
(62, 92)
(66, 93)
(31, 72)
(28, 32)
(8, 9)
(0, 3)
(66, 77)
(28, 38)
(30, 48)
(4, 8)
(75, 94)
(661, 924)
(40, 200)
(19, 92)
(23, 23)
(37, 76)
(62, 78)
(25, 59)
(22, 50)
(55, 98)
(26, 52)
(29, 93)
(32, 35)
(262, 746)
(60, 200)
(15, 39)
(209, 556)
(5, 7)
(37, 51)
(28, 40)
(0, 2)
(4, 4)
(21, 97)
(74, 95)
(91, 99)
(30, 200)
(13, 68)
(22, 63)
(246, 750)
(80, 200)
(42, 68)
(1, 8)
(64, 66)
(1, 100)
(68, 86)
(10, 10)
(0, 0)
(20, 30)
(310, 370)
(0, 9)
(56, 98)
(0, 7)
(10, 66)
(56, 82)
(0, 4)
(56, 57)
(62, 99)
(50, 54)
(0, 8)
(25, 87)
(35, 49)
(29, 51)
(82, 86)
(59, 97)
(36, 46)
(12, 92)
(533, 605)
(639, 975)
(17, 78)
(1, 5)
(30, 87)
(10, 100)
(20, 200)
(90, 200)
(40, 80)
(0, 6)
(33, 36)
(22, 88)
(6, 8)
(62, 63)
(527, 538)
(0, 5)
(0, 1)
(75, 88)
(52, 71)
(75, 85)
(50, 200)
(31, 34)
(6, 6)
(608, 609)
(43, 51)
