(13, 66)
(372, 752)
(47, 10)
(76, 57)
(23, 45)
(25, 80)
(224, 663)
(69, 41)
(84, 63)
(15, 99)
(64, 80)
(56, 54)
(534, 630)
(49, 53)
(0, 1)
(860, 307)
(69, 40)
(872, 219)
(66, 90)
(19, 94)
(198, 212)
(24, 68)
(48, 74)
(84, 21)
(41, 69)
(49, 31)
(15, 40)
(48, 76)
(96, 57)
(85, 33)
(87, 95)
(47, 22)
(166, 106)
(60, 64)
(380, 327)
(429, 289)
(29, 74)
(88, 35)
(46, 13)
(7, 9)
(23, 27)
(90, 84)
(59, 93)
(56, 88)
(47, 97)
(36, 54)
(28, 17)
(618, 195)
(28, 20)
(90, 54)
(46, 84)
(90, 41)
(28, 67)
(56, 92)
(2, 1)
(84, 13)
(28, 49)
(129, 582)
(3, 8)
(28, 53)
(8, 3)
(51, 31)
(21, 17)
(6, 9)
(29, 53)
(86, 89)
(64, 28)
(8, 9)
(894, 801)
(300, 616)
(78, 93)
(18, 37)
(51, 27)
(36, 85)
(42, 25)
(184, 307)
(841, 804)
(54, 13)
(85, 51)
(95, 85)
(20, 83)
(33, 72)
(17, 20)
(360, 722)
(38, 77)
(793, 449)
(83, 14)
(27, 34)
(37, 30)
(634, 585)
(4, 0)
(0, 0)
(78, 16)
(91, 45)
(43, 99)
(95, 73)
(180, 312)
(0, 9)
(279, 812)
(96, 32)
