(5, 4, 7)
(6, 1, 5)
(3, 7, 9)
(7, 3, 9)
(4, 4, 8)
(4, 0, 7)
(7, 1, 9)
(5, 1, 5)
(7, 0, 6)
(3, 0, 5)
(4, 3, 7)
(4, 3, 8)
(5, 3, 9)
(3, 4, 5)
(3, 1, 2)
(5, 6, 9)
(4, 2, 6)
(3, 1, 6)
(7, 1, 7)
(4, 2, 8)
(7, 1, 8)
(3, 5, 6)
(4, 0, 6)
(4, 2, 9)
(3, 1, 4)
(3, 4, 6)
(6, 2, 8)
(4, 1, 5)
(6, 2, 9)
(4, 0, 4)
(6, 1, 8)
(5, 1, 7)
(4, 7, 9)
(4, 5, 7)
(4, 2, 4)
(3, 5, 8)
(5, 1, 4)
(5, 3, 8)
(3, 2, 5)
(7, 4, 9)
(3, 2, 3)
(3, 6, 9)
(4, 2, 5)
(3, 2, 7)
(4, 5, 9)
(6, 4, 9)
(5, 3, 7)
(4, 6, 8)
(3, 5, 7)
(5, 4, 8)
(3, 3, 5)
(6, 0, 7)
(6, 4, 8)
(4, 4, 9)
(3, 0, 2)
(5, 5, 9)
(5, 2, 5)
(6, 0, 6)
(3, 8, 9)
(4, 3, 6)
(7, 0, 7)
(7, 0, 8)
(3, 0, 3)
(5, 4, 9)
(5, 0, 6)
(5, 0, 5)
(5, 2, 6)
(4, 1, 8)
(4, 0, 3)
(4, 1, 6)
(4, 1, 3)
(6, 1, 7)
(3, 3, 6)
(6, 1, 6)
(3, 2, 4)
(4, 1, 4)
(4, 4, 6)
(3, 6, 8)
(3, 1, 7)
(7, 3, 8)
(3, 0, 6)
(7, 1, 6)
(7, 2, 9)
(3, 4, 9)
(7, 2, 8)
(4, 6, 9)
(3, 3, 9)
(6, 3, 7)
(6, 5, 9)
(4, 0, 5)
(3, 2, 6)
(4, 4, 7)
(6, 2, 7)
(3, 3, 4)
(3, 7, 8)
(6, 3, 8)
(3, 0, 4)
(4, 3, 5)
(3, 4, 8)
(6, 0, 5)
