(17, 88)
(72, 93)
(56, 88)
(49, 74)
(2, 8)
(20, 93)
(10, 97)
(45, 48)
(70, 200)
(36, 54)
(48, 76)
(16, 87)
(46, 91)
(2, 5)
(0, 4)
(90, 97)
(73, 84)
(56, 90)
(1, 4)
(27, 96)
(15, 57)
(40, 200)
(20, 36)
(13, 91)
(37, 43)
(68, 99)
(86, 89)
(86, 99)
(70, 98)
(22, 24)
(33, 78)
(86, 90)
(13, 35)
(60, 200)
(77, 84)
(110, 348)
(2, 7)
(36, 85)
(44, 91)
(0, 3)
(3, 8)
(18, 60)
(10, 28)
(36, 52)
(30, 200)
(10, 79)
(29, 53)
(933, 996)
(80, 200)
(13, 76)
(6, 9)
(38, 81)
(200, 202)
(35, 64)
(10, 12)
(7, 9)
(25, 80)
(275, 871)
(0, 10)
(38, 52)
(0, 8)
(50, 92)
(81, 86)
(0, 5)
(51, 76)
(11, 76)
(44, 67)
(0, 9)
(39, 43)
(43, 70)
(20, 35)
(13, 70)
(10, 76)
(69, 97)
(20, 51)
(450, 905)
(18, 52)
(62, 96)
(1, 7)
(57, 84)
(10, 100)
(20, 200)
(90, 200)
(32, 44)
(1, 8)
(19, 32)
(20, 43)
(3, 9)
(55, 84)
(60, 90)
(0, 6)
(0, 2)
(57, 85)
(42, 87)
(32, 99)
(50, 200)
(34, 69)
(6, 7)
(427, 669)
(44, 78)
