(69, 83)
(35, 49)
(66, 93)
(56, 98)
(1, 5)
(13, 68)
(527, 538)
(68, 86)
(80, 200)
(37, 51)
(37, 76)
(51, 86)
(21, 97)
(4, 4)
(0, 3)
(40, 80)
(50, 54)
(25, 87)
(5, 7)
(74, 95)
(262, 746)
(50, 200)
(20, 30)
(34, 55)
(75, 94)
(22, 50)
(22, 63)
(22, 88)
(52, 71)
(19, 92)
(56, 66)
(10, 66)
(314, 347)
(70, 200)
(28, 32)
(686, 987)
(0, 5)
(29, 93)
(62, 92)
(2, 2)
(0, 2)
(91, 99)
(31, 72)
(64, 66)
(40, 200)
(28, 38)
(75, 88)
(661, 924)
(90, 200)
(56, 57)
(1, 8)
(62, 99)
(222, 222)
(14, 64)
(10, 100)
(0, 0)
(25, 59)
(533, 605)
(0, 9)
(29, 51)
(0, 7)
(30, 87)
(17, 78)
(0, 4)
(82, 86)
(62, 63)
(56, 82)
(0, 8)
(29, 79)
(32, 35)
(59, 97)
(55, 98)
(28, 40)
(42, 68)
(75, 85)
(639, 975)
(667, 774)
(70, 84)
(6, 6)
(62, 78)
(20, 200)
(30, 30)
(111, 111)
(30, 48)
(3, 5)
(43, 86)
(43, 51)
(8, 9)
(36, 46)
(333, 368)
(5, 5)
(1, 1)
(23, 23)
(27, 55)
(26, 52)
(60, 200)
(15, 39)
(0, 6)
(246, 750)
(12, 92)
