(14, 64)
(30, 48)
(25, 59)
(56, 57)
(5, 7)
(91, 99)
(639, 975)
(74, 95)
(70, 200)
(66, 93)
(22, 63)
(69, 83)
(32, 35)
(1, 5)
(3, 3)
(31, 34)
(62, 99)
(28, 32)
(8, 9)
(23, 23)
(527, 538)
(40, 200)
(28, 40)
(68, 86)
(75, 88)
(50, 54)
(37, 51)
(56, 82)
(19, 92)
(59, 97)
(75, 94)
(29, 79)
(333, 368)
(60, 200)
(35, 49)
(533, 605)
(4, 4)
(37, 76)
(27, 55)
(2, 2)
(0, 2)
(10, 66)
(34, 55)
(30, 87)
(30, 200)
(64, 66)
(29, 93)
(686, 987)
(80, 200)
(12, 92)
(1, 8)
(62, 78)
(200, 200)
(31, 72)
(0, 10)
(0, 0)
(62, 92)
(246, 750)
(0, 9)
(82, 86)
(7, 7)
(13, 68)
(36, 46)
(0, 4)
(75, 85)
(22, 50)
(62, 63)
(0, 8)
(21, 97)
(25, 87)
(55, 98)
(26, 52)
(52, 71)
(43, 51)
(56, 98)
(661, 924)
(262, 746)
(42, 68)
(6, 6)
(28, 38)
(10, 100)
(20, 200)
(90, 200)
(15, 39)
(4, 8)
(40, 80)
(17, 78)
(3, 5)
(22, 88)
(667, 774)
(0, 5)
(0, 1)
(56, 66)
(20, 30)
(29, 51)
(50, 200)
(43, 86)
(0, 6)
(209, 556)
(70, 84)
